verdict,pair,ledger,recorded_bids,recorded_asks,rebuilt_bids,rebuilt_asks,levels_match,prices_match,amounts_match,risk_match,offers_carried,offers_changed_after_target,offers_gone_unresolved,requests,explanation,error,recording,methodology_version,recorded_at,rebuilt_at,elapsed_seconds
PARTIAL,XLM/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302779,200,200,737,1150,yes,no,yes,yes,4377,35,2,-7,"bid 0 price differs: recorded 18368163/100000000, rebuilt 1835429/10000000",,recordings/ledgercount-2026-09-06/XLM.native-USDC.GA5ZSEJY/2026-09-06/64302779.json.gz,1.0.8-draft,2026-09-06T15:43:28Z,2026-09-06T15:48:28Z,300.003
PARTIAL,EURC:GDHU6WRG4IEQXM5NZ4BMPKOXHW76MZM4Y2IEMFDVXBSDP6SJY4ITNPP2/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302779,65,83,53,62,no,no,yes,no,125,41,1,2,"level counts differ: recorded 65 bid / 83 ask, rebuilt 53 bid / 62 ask",,recordings/ledgercount-2026-09-06/EURC.GDHU6WRG-USDC.GA5ZSEJY/2026-09-06/64302779.json.gz,1.0.8-draft,2026-09-06T15:43:28Z,2026-09-06T15:48:38Z,310.835
PARTIAL,PYUSD:GDQE7IXJ4HUHV6RQHIUPRJSEZE4DRS5WY577O2FY6YQ5LVWZ7JZTU2V5/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302779,21,18,21,13,no,no,yes,no,39,4,0,1,"level counts differ: recorded 21 bid / 18 ask, rebuilt 21 bid / 13 ask",,recordings/ledgercount-2026-09-06/PYUSD.GDQE7IXJ-USDC.GA5ZSEJY/2026-09-06/64302779.json.gz,1.0.8-draft,2026-09-06T15:43:29Z,2026-09-06T15:48:40Z,311.425
PARTIAL,AUDD:GDC7X2MXTYSAKUUGAIQ7J7RPEIM7GXSAIWFYWWH4GLNFECQVJJLB2EEU/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302779,11,5,8,5,no,no,yes,no,18,5,0,1,"level counts differ: recorded 11 bid / 5 ask, rebuilt 8 bid / 5 ask",,recordings/ledgercount-2026-09-06/AUDD.GDC7X2MX-USDC.GA5ZSEJY/2026-09-06/64302779.json.gz,1.0.8-draft,2026-09-06T15:43:29Z,2026-09-06T15:48:41Z,312.673
MATCH,ARST:GCSAZVWXZKWS4XS223M5F54H2B6XPIIXZZGP7KEAIU6YSL5HDRGCI3DG/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302779,6,23,6,23,yes,yes,yes,yes,30,0,0,0,,,recordings/ledgercount-2026-09-06/ARST.GCSAZVWX-USDC.GA5ZSEJY/2026-09-06/64302779.json.gz,1.0.8-draft,2026-09-06T15:43:30Z,2026-09-06T15:48:43Z,313.184
MATCH,BRL:GDVKY2GU2DRXWTBEYJJWSFXIGBZV6AZNBVVSUHEPZI54LIS6BA7DVVSP/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302779,35,5,35,5,yes,yes,yes,yes,41,0,0,1,,,recordings/ledgercount-2026-09-06/BRL.GDVKY2GU-USDC.GA5ZSEJY/2026-09-06/64302779.json.gz,1.0.8-draft,2026-09-06T15:43:30Z,2026-09-06T15:48:44Z,314.422
PARTIAL,AQUA:GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302780,53,200,42,314,no,no,yes,yes,484,15,0,0,"level counts differ: recorded 53 bid / 200 ask, rebuilt 42 bid / 314 ask (a recorded side is at the endpoint limit and is a prefix)",,recordings/ledgercount-2026-09-06/AQUA.GBNZILST-USDC.GA5ZSEJY/2026-09-06/64302780.json.gz,1.0.8-draft,2026-09-06T15:43:31Z,2026-09-06T15:48:45Z,314.669
PARTIAL,USTRY:GCRYUGD5NVARGXT56XEZI5CIFCQETYHAPQQTHO2O3IQZTHDH4LATMYWC/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302780,15,11,14,11,no,no,yes,no,29,1,0,1,"level counts differ: recorded 15 bid / 11 ask, rebuilt 14 bid / 11 ask",,recordings/ledgercount-2026-09-06/USTRY.GCRYUGD5-USDC.GA5ZSEJY/2026-09-06/64302780.json.gz,1.0.8-draft,2026-09-06T15:43:31Z,2026-09-06T15:48:47Z,316.476
PARTIAL,XLM/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302801,200,200,739,1151,yes,no,yes,yes,4379,30,4,3,"bid 0 price differs: recorded 9189081/50000000, rebuilt 10000000/54450957",,recordings/ledgercount-2026-09-06/XLM.native-USDC.GA5ZSEJY/2026-09-06/64302801.json.gz,1.0.8-draft,2026-09-06T15:45:28Z,2026-09-06T15:50:28Z,300.003
PARTIAL,EURC:GDHU6WRG4IEQXM5NZ4BMPKOXHW76MZM4Y2IEMFDVXBSDP6SJY4ITNPP2/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302801,65,82,50,61,no,no,yes,no,120,47,1,1,"level counts differ: recorded 65 bid / 82 ask, rebuilt 50 bid / 61 ask",,recordings/ledgercount-2026-09-06/EURC.GDHU6WRG-USDC.GA5ZSEJY/2026-09-06/64302801.json.gz,1.0.8-draft,2026-09-06T15:45:28Z,2026-09-06T15:50:36Z,308.102
PARTIAL,PYUSD:GDQE7IXJ4HUHV6RQHIUPRJSEZE4DRS5WY577O2FY6YQ5LVWZ7JZTU2V5/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302801,21,17,21,15,no,no,yes,no,41,1,0,0,"level counts differ: recorded 21 bid / 17 ask, rebuilt 21 bid / 15 ask",,recordings/ledgercount-2026-09-06/PYUSD.GDQE7IXJ-USDC.GA5ZSEJY/2026-09-06/64302801.json.gz,1.0.8-draft,2026-09-06T15:45:29Z,2026-09-06T15:50:37Z,308.822
PARTIAL,AUDD:GDC7X2MXTYSAKUUGAIQ7J7RPEIM7GXSAIWFYWWH4GLNFECQVJJLB2EEU/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302801,11,5,8,5,no,no,yes,no,18,5,0,2,"level counts differ: recorded 11 bid / 5 ask, rebuilt 8 bid / 5 ask",,recordings/ledgercount-2026-09-06/AUDD.GDC7X2MX-USDC.GA5ZSEJY/2026-09-06/64302801.json.gz,1.0.8-draft,2026-09-06T15:45:29Z,2026-09-06T15:50:39Z,310.118
MATCH,ARST:GCSAZVWXZKWS4XS223M5F54H2B6XPIIXZZGP7KEAIU6YSL5HDRGCI3DG/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302801,6,23,6,23,yes,yes,yes,yes,30,0,0,1,,,recordings/ledgercount-2026-09-06/ARST.GCSAZVWX-USDC.GA5ZSEJY/2026-09-06/64302801.json.gz,1.0.8-draft,2026-09-06T15:45:30Z,2026-09-06T15:50:40Z,310.613
MATCH,BRL:GDVKY2GU2DRXWTBEYJJWSFXIGBZV6AZNBVVSUHEPZI54LIS6BA7DVVSP/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302801,35,5,35,5,yes,yes,yes,yes,41,0,0,0,,,recordings/ledgercount-2026-09-06/BRL.GDVKY2GU-USDC.GA5ZSEJY/2026-09-06/64302801.json.gz,1.0.8-draft,2026-09-06T15:45:30Z,2026-09-06T15:50:41Z,311.865
PARTIAL,AQUA:GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302801,55,200,55,314,yes,no,yes,yes,497,2,0,1,"ask 3 price differs: recorded 451349/1295119082, rebuilt 625000/1793400287",,recordings/ledgercount-2026-09-06/AQUA.GBNZILST-USDC.GA5ZSEJY/2026-09-06/64302801.json.gz,1.0.8-draft,2026-09-06T15:45:31Z,2026-09-06T15:50:43Z,312.106
PARTIAL,USTRY:GCRYUGD5NVARGXT56XEZI5CIFCQETYHAPQQTHO2O3IQZTHDH4LATMYWC/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302801,15,11,14,11,no,no,yes,no,29,1,0,1,"level counts differ: recorded 15 bid / 11 ask, rebuilt 14 bid / 11 ask",,recordings/ledgercount-2026-09-06/USTRY.GCRYUGD5-USDC.GA5ZSEJY/2026-09-06/64302801.json.gz,1.0.8-draft,2026-09-06T15:45:31Z,2026-09-06T15:50:44Z,313.862
PARTIAL,XLM/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302822,200,200,739,1151,yes,no,yes,yes,4380,26,5,5,"bid 0 price differs: recorded 9189081/50000000, rebuilt 10000000/54450957",,recordings/ledgercount-2026-09-06/XLM.native-USDC.GA5ZSEJY/2026-09-06/64302822.json.gz,1.0.8-draft,2026-09-06T15:47:28Z,2026-09-06T15:52:28Z,300.004
PARTIAL,EURC:GDHU6WRG4IEQXM5NZ4BMPKOXHW76MZM4Y2IEMFDVXBSDP6SJY4ITNPP2/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302822,65,85,50,70,no,no,yes,no,129,38,2,1,"level counts differ: recorded 65 bid / 85 ask, rebuilt 50 bid / 70 ask",,recordings/ledgercount-2026-09-06/EURC.GDHU6WRG-USDC.GA5ZSEJY/2026-09-06/64302822.json.gz,1.0.8-draft,2026-09-06T15:47:28Z,2026-09-06T15:52:36Z,308.003
PARTIAL,PYUSD:GDQE7IXJ4HUHV6RQHIUPRJSEZE4DRS5WY577O2FY6YQ5LVWZ7JZTU2V5/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302822,21,17,21,13,no,no,yes,no,39,4,0,0,"level counts differ: recorded 21 bid / 17 ask, rebuilt 21 bid / 13 ask",,recordings/ledgercount-2026-09-06/PYUSD.GDQE7IXJ-USDC.GA5ZSEJY/2026-09-06/64302822.json.gz,1.0.8-draft,2026-09-06T15:47:29Z,2026-09-06T15:52:37Z,308.535
PARTIAL,AUDD:GDC7X2MXTYSAKUUGAIQ7J7RPEIM7GXSAIWFYWWH4GLNFECQVJJLB2EEU/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302822,11,5,8,5,no,no,yes,no,18,5,0,2,"level counts differ: recorded 11 bid / 5 ask, rebuilt 8 bid / 5 ask",,recordings/ledgercount-2026-09-06/AUDD.GDC7X2MX-USDC.GA5ZSEJY/2026-09-06/64302822.json.gz,1.0.8-draft,2026-09-06T15:47:29Z,2026-09-06T15:52:38Z,309.782
MATCH,ARST:GCSAZVWXZKWS4XS223M5F54H2B6XPIIXZZGP7KEAIU6YSL5HDRGCI3DG/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302822,6,23,6,23,yes,yes,yes,yes,30,0,0,2,,,recordings/ledgercount-2026-09-06/ARST.GCSAZVWX-USDC.GA5ZSEJY/2026-09-06/64302822.json.gz,1.0.8-draft,2026-09-06T15:47:30Z,2026-09-06T15:52:40Z,310.275
MATCH,BRL:GDVKY2GU2DRXWTBEYJJWSFXIGBZV6AZNBVVSUHEPZI54LIS6BA7DVVSP/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302822,35,5,35,5,yes,yes,yes,yes,41,0,0,1,,,recordings/ledgercount-2026-09-06/BRL.GDVKY2GU-USDC.GA5ZSEJY/2026-09-06/64302822.json.gz,1.0.8-draft,2026-09-06T15:47:30Z,2026-09-06T15:52:41Z,311.519
PARTIAL,AQUA:GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302823,55,200,55,314,yes,no,yes,yes,497,2,0,1,"ask 3 price differs: recorded 224679/644703013, rebuilt 625000/1793400287",,recordings/ledgercount-2026-09-06/AQUA.GBNZILST-USDC.GA5ZSEJY/2026-09-06/64302823.json.gz,1.0.8-draft,2026-09-06T15:47:31Z,2026-09-06T15:52:42Z,311.768
PARTIAL,USTRY:GCRYUGD5NVARGXT56XEZI5CIFCQETYHAPQQTHO2O3IQZTHDH4LATMYWC/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302823,15,11,14,11,no,no,yes,no,29,1,0,0,"level counts differ: recorded 15 bid / 11 ask, rebuilt 14 bid / 11 ask",,recordings/ledgercount-2026-09-06/USTRY.GCRYUGD5-USDC.GA5ZSEJY/2026-09-06/64302823.json.gz,1.0.8-draft,2026-09-06T15:47:31Z,2026-09-06T15:52:44Z,313.647
PARTIAL,XLM/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302843,200,200,730,1141,yes,no,yes,yes,4361,46,20,2,"bid 0 price differs: recorded 357120831/1943417272, rebuilt 916317/5000000",,recordings/ledgercount-2026-09-06/XLM.native-USDC.GA5ZSEJY/2026-09-06/64302843.json.gz,1.0.8-draft,2026-09-06T15:49:28Z,2026-09-06T15:54:28Z,300.003
PARTIAL,EURC:GDHU6WRG4IEQXM5NZ4BMPKOXHW76MZM4Y2IEMFDVXBSDP6SJY4ITNPP2/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302843,65,91,59,67,no,no,yes,no,136,32,2,1,"level counts differ: recorded 65 bid / 91 ask, rebuilt 59 bid / 67 ask",,recordings/ledgercount-2026-09-06/EURC.GDHU6WRG-USDC.GA5ZSEJY/2026-09-06/64302843.json.gz,1.0.8-draft,2026-09-06T15:49:28Z,2026-09-06T15:54:36Z,308.108
PARTIAL,PYUSD:GDQE7IXJ4HUHV6RQHIUPRJSEZE4DRS5WY577O2FY6YQ5LVWZ7JZTU2V5/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302844,21,17,21,13,no,no,yes,no,39,4,0,1,"level counts differ: recorded 21 bid / 17 ask, rebuilt 21 bid / 13 ask",,recordings/ledgercount-2026-09-06/PYUSD.GDQE7IXJ-USDC.GA5ZSEJY/2026-09-06/64302844.json.gz,1.0.8-draft,2026-09-06T15:49:29Z,2026-09-06T15:54:37Z,308.634
PARTIAL,AUDD:GDC7X2MXTYSAKUUGAIQ7J7RPEIM7GXSAIWFYWWH4GLNFECQVJJLB2EEU/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302844,11,5,8,5,no,no,yes,no,18,5,0,0,"level counts differ: recorded 11 bid / 5 ask, rebuilt 8 bid / 5 ask",,recordings/ledgercount-2026-09-06/AUDD.GDC7X2MX-USDC.GA5ZSEJY/2026-09-06/64302844.json.gz,1.0.8-draft,2026-09-06T15:49:29Z,2026-09-06T15:54:38Z,309.876
MATCH,ARST:GCSAZVWXZKWS4XS223M5F54H2B6XPIIXZZGP7KEAIU6YSL5HDRGCI3DG/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302844,6,23,6,23,yes,yes,yes,yes,30,0,0,1,,,recordings/ledgercount-2026-09-06/ARST.GCSAZVWX-USDC.GA5ZSEJY/2026-09-06/64302844.json.gz,1.0.8-draft,2026-09-06T15:49:30Z,2026-09-06T15:54:40Z,310.233
MATCH,BRL:GDVKY2GU2DRXWTBEYJJWSFXIGBZV6AZNBVVSUHEPZI54LIS6BA7DVVSP/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302844,35,5,35,5,yes,yes,yes,yes,41,0,0,0,,,recordings/ledgercount-2026-09-06/BRL.GDVKY2GU-USDC.GA5ZSEJY/2026-09-06/64302844.json.gz,1.0.8-draft,2026-09-06T15:49:30Z,2026-09-06T15:54:41Z,311.492
PARTIAL,AQUA:GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302844,55,200,55,314,yes,no,yes,yes,497,2,0,1,"ask 3 price differs: recorded 455899/1308175036, rebuilt 625000/1793400287",,recordings/ledgercount-2026-09-06/AQUA.GBNZILST-USDC.GA5ZSEJY/2026-09-06/64302844.json.gz,1.0.8-draft,2026-09-06T15:49:31Z,2026-09-06T15:54:42Z,311.765
MATCH,USTRY:GCRYUGD5NVARGXT56XEZI5CIFCQETYHAPQQTHO2O3IQZTHDH4LATMYWC/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302844,15,11,15,11,yes,yes,yes,yes,30,0,0,0,,,recordings/ledgercount-2026-09-06/USTRY.GCRYUGD5-USDC.GA5ZSEJY/2026-09-06/64302844.json.gz,1.0.8-draft,2026-09-06T15:49:31Z,2026-09-06T15:54:44Z,313.547
PARTIAL,XLM/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302865,200,200,724,1141,yes,no,yes,yes,4353,65,22,8,"bid 0 price differs: recorded 18388161/100000000, rebuilt 916317/5000000",,recordings/ledgercount-2026-09-06/XLM.native-USDC.GA5ZSEJY/2026-09-06/64302865.json.gz,1.0.8-draft,2026-09-06T15:51:28Z,2026-09-06T15:56:28Z,300.004
PARTIAL,EURC:GDHU6WRG4IEQXM5NZ4BMPKOXHW76MZM4Y2IEMFDVXBSDP6SJY4ITNPP2/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302865,65,91,62,68,no,no,yes,no,140,25,1,1,"level counts differ: recorded 65 bid / 91 ask, rebuilt 62 bid / 68 ask",,recordings/ledgercount-2026-09-06/EURC.GDHU6WRG-USDC.GA5ZSEJY/2026-09-06/64302865.json.gz,1.0.8-draft,2026-09-06T15:51:28Z,2026-09-06T15:56:35Z,307.954
PARTIAL,PYUSD:GDQE7IXJ4HUHV6RQHIUPRJSEZE4DRS5WY577O2FY6YQ5LVWZ7JZTU2V5/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302865,21,17,21,13,no,no,yes,no,39,4,0,1,"level counts differ: recorded 21 bid / 17 ask, rebuilt 21 bid / 13 ask",,recordings/ledgercount-2026-09-06/PYUSD.GDQE7IXJ-USDC.GA5ZSEJY/2026-09-06/64302865.json.gz,1.0.8-draft,2026-09-06T15:51:29Z,2026-09-06T15:56:37Z,308.468
PARTIAL,AUDD:GDC7X2MXTYSAKUUGAIQ7J7RPEIM7GXSAIWFYWWH4GLNFECQVJJLB2EEU/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302865,11,5,8,5,no,no,yes,no,18,5,0,0,"level counts differ: recorded 11 bid / 5 ask, rebuilt 8 bid / 5 ask",,recordings/ledgercount-2026-09-06/AUDD.GDC7X2MX-USDC.GA5ZSEJY/2026-09-06/64302865.json.gz,1.0.8-draft,2026-09-06T15:51:29Z,2026-09-06T15:56:38Z,309.72
MATCH,ARST:GCSAZVWXZKWS4XS223M5F54H2B6XPIIXZZGP7KEAIU6YSL5HDRGCI3DG/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302866,6,23,6,23,yes,yes,yes,yes,30,0,0,1,,,recordings/ledgercount-2026-09-06/ARST.GCSAZVWX-USDC.GA5ZSEJY/2026-09-06/64302866.json.gz,1.0.8-draft,2026-09-06T15:51:30Z,2026-09-06T15:56:40Z,310.092
MATCH,BRL:GDVKY2GU2DRXWTBEYJJWSFXIGBZV6AZNBVVSUHEPZI54LIS6BA7DVVSP/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302866,35,5,35,5,yes,yes,yes,yes,41,0,0,1,,,recordings/ledgercount-2026-09-06/BRL.GDVKY2GU-USDC.GA5ZSEJY/2026-09-06/64302866.json.gz,1.0.8-draft,2026-09-06T15:51:30Z,2026-09-06T15:56:41Z,311.348
PARTIAL,AQUA:GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302866,55,200,55,314,yes,no,yes,yes,497,2,0,0,"ask 3 price differs: recorded 236067/677380201, rebuilt 625000/1793400287",,recordings/ledgercount-2026-09-06/AQUA.GBNZILST-USDC.GA5ZSEJY/2026-09-06/64302866.json.gz,1.0.8-draft,2026-09-06T15:51:31Z,2026-09-06T15:56:42Z,311.63
PARTIAL,USTRY:GCRYUGD5NVARGXT56XEZI5CIFCQETYHAPQQTHO2O3IQZTHDH4LATMYWC/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302866,15,11,14,11,no,no,yes,no,29,1,0,1,"level counts differ: recorded 15 bid / 11 ask, rebuilt 14 bid / 11 ask",,recordings/ledgercount-2026-09-06/USTRY.GCRYUGD5-USDC.GA5ZSEJY/2026-09-06/64302866.json.gz,1.0.8-draft,2026-09-06T15:51:31Z,2026-09-06T15:56:44Z,313.406
PARTIAL,XLM/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302887,200,200,722,1144,yes,no,yes,yes,4353,58,20,3,"bid 0 price differs: recorded 54948565/298537503, rebuilt 229541/1250000",,recordings/ledgercount-2026-09-06/XLM.native-USDC.GA5ZSEJY/2026-09-06/64302887.json.gz,1.0.8-draft,2026-09-06T15:53:28Z,2026-09-06T15:58:28Z,300.004
PARTIAL,EURC:GDHU6WRG4IEQXM5NZ4BMPKOXHW76MZM4Y2IEMFDVXBSDP6SJY4ITNPP2/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302887,65,91,62,60,no,no,yes,no,131,33,1,1,"level counts differ: recorded 65 bid / 91 ask, rebuilt 62 bid / 60 ask",,recordings/ledgercount-2026-09-06/EURC.GDHU6WRG-USDC.GA5ZSEJY/2026-09-06/64302887.json.gz,1.0.8-draft,2026-09-06T15:53:28Z,2026-09-06T15:58:35Z,307.496
PARTIAL,PYUSD:GDQE7IXJ4HUHV6RQHIUPRJSEZE4DRS5WY577O2FY6YQ5LVWZ7JZTU2V5/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302887,21,17,21,13,no,no,yes,no,39,4,0,0,"level counts differ: recorded 21 bid / 17 ask, rebuilt 21 bid / 13 ask",,recordings/ledgercount-2026-09-06/PYUSD.GDQE7IXJ-USDC.GA5ZSEJY/2026-09-06/64302887.json.gz,1.0.8-draft,2026-09-06T15:53:29Z,2026-09-06T15:58:37Z,308.005
PARTIAL,AUDD:GDC7X2MXTYSAKUUGAIQ7J7RPEIM7GXSAIWFYWWH4GLNFECQVJJLB2EEU/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302887,11,5,8,5,no,no,yes,no,18,5,0,1,"level counts differ: recorded 11 bid / 5 ask, rebuilt 8 bid / 5 ask",,recordings/ledgercount-2026-09-06/AUDD.GDC7X2MX-USDC.GA5ZSEJY/2026-09-06/64302887.json.gz,1.0.8-draft,2026-09-06T15:53:29Z,2026-09-06T15:58:38Z,309.273
MATCH,ARST:GCSAZVWXZKWS4XS223M5F54H2B6XPIIXZZGP7KEAIU6YSL5HDRGCI3DG/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302887,6,23,6,23,yes,yes,yes,yes,30,0,0,0,,,recordings/ledgercount-2026-09-06/ARST.GCSAZVWX-USDC.GA5ZSEJY/2026-09-06/64302887.json.gz,1.0.8-draft,2026-09-06T15:53:30Z,2026-09-06T15:58:39Z,309.514
MATCH,BRL:GDVKY2GU2DRXWTBEYJJWSFXIGBZV6AZNBVVSUHEPZI54LIS6BA7DVVSP/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302887,35,5,35,5,yes,yes,yes,yes,41,0,0,1,,,recordings/ledgercount-2026-09-06/BRL.GDVKY2GU-USDC.GA5ZSEJY/2026-09-06/64302887.json.gz,1.0.8-draft,2026-09-06T15:53:30Z,2026-09-06T15:58:40Z,310.862
PARTIAL,AQUA:GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302887,55,200,48,314,no,no,yes,yes,490,6,0,1,"level counts differ: recorded 55 bid / 200 ask, rebuilt 48 bid / 314 ask (a recorded side is at the endpoint limit and is a prefix)",,recordings/ledgercount-2026-09-06/AQUA.GBNZILST-USDC.GA5ZSEJY/2026-09-06/64302887.json.gz,1.0.8-draft,2026-09-06T15:53:31Z,2026-09-06T15:58:42Z,311.129
PARTIAL,USTRY:GCRYUGD5NVARGXT56XEZI5CIFCQETYHAPQQTHO2O3IQZTHDH4LATMYWC/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302888,15,11,14,11,no,no,yes,no,29,1,0,0,"level counts differ: recorded 15 bid / 11 ask, rebuilt 14 bid / 11 ask",,recordings/ledgercount-2026-09-06/USTRY.GCRYUGD5-USDC.GA5ZSEJY/2026-09-06/64302888.json.gz,1.0.8-draft,2026-09-06T15:53:31Z,2026-09-06T15:58:44Z,313.152
PARTIAL,XLM/USDC:GA5ZSEJYB37JRC5AVCIA5MOP4RHTM335X2KGX3IHOJAPP5RE34K4KZVN,64302908,200,200,726,1151,yes,no,yes,yes,4365,44,14,4,"bid 0 price differs: recorded 5000000/27218477, rebuilt 229541/1250000",,recordings/ledgercount-2026-09-06/XLM.native-USDC.GA5ZSEJY/2026-09-06/64302908.json.gz,1.0.8-draft,2026-09-06T15:55:28Z,2026-09-06T16:00:28Z,300.004
