open_at,close_at,open_ledger,close_ledger,seconds
2026-02-15T09:12:45Z,2026-02-15T09:13:19Z,61241730,61241736,34.0
2026-02-15T10:12:50Z,2026-02-15T10:13:14Z,61242343,61242347,24.0
2026-02-15T11:12:49Z,2026-02-15T11:13:17Z,61242961,61242966,28.0
2026-02-15T12:12:45Z,2026-02-15T12:13:15Z,61243579,61243584,30.0
2026-02-15T13:12:49Z,2026-02-15T13:13:18Z,61244195,61244200,29.0
2026-02-15T14:12:49Z,2026-02-15T14:13:17Z,61244812,61244817,28.0
2026-02-15T15:12:47Z,2026-02-15T15:13:17Z,61245430,61245435,30.0
2026-02-15T16:12:44Z,2026-02-15T16:13:15Z,61246044,61246049,31.0
2026-02-15T17:12:45Z,2026-02-15T17:13:14Z,61246659,61246664,29.0
2026-02-15T18:12:49Z,2026-02-15T18:13:17Z,61247274,61247279,28.0
2026-02-15T19:12:45Z,2026-02-15T19:13:18Z,61247894,61247900,33.0
2026-02-15T20:12:47Z,2026-02-15T20:13:17Z,61248513,61248518,30.0
2026-02-15T21:12:51Z,2026-02-15T21:13:15Z,61249132,61249136,24.0
2026-02-15T22:12:47Z,2026-02-15T22:13:15Z,61249749,61249754,28.0
2026-02-15T23:12:47Z,2026-02-15T23:13:18Z,61250369,61250374,31.0
2026-02-16T00:12:49Z,2026-02-16T00:13:17Z,61250989,61250994,28.0
2026-02-16T01:12:49Z,2026-02-16T01:13:19Z,61251604,61251609,30.0
2026-02-16T02:12:50Z,2026-02-16T02:13:14Z,61252225,61252229,24.0
2026-02-16T03:12:46Z,2026-02-16T03:13:14Z,61252841,61252846,28.0
2026-02-16T04:12:44Z,2026-02-16T04:13:19Z,61253456,61253462,35.0
2026-02-16T05:12:49Z,2026-02-16T05:13:18Z,61254077,61254082,29.0
2026-02-16T06:12:45Z,2026-02-16T06:13:17Z,61254699,61254704,32.0
2026-02-16T07:12:48Z,2026-02-16T07:13:15Z,61255322,61255326,27.0
2026-02-16T08:12:45Z,2026-02-16T08:13:15Z,61255936,61255941,30.0
2026-02-16T09:12:47Z,2026-02-16T09:13:15Z,61256549,61256554,28.0
2026-02-16T10:12:48Z,2026-02-16T10:13:18Z,61257165,61257170,30.0
2026-02-16T11:12:50Z,2026-02-16T11:13:19Z,61257783,61257788,29.0
